"participant_id","age","sex","society_type","university_degree","education_subject","appear_online_test_2_years","condition","time_question","device_changed_question","browser_changed_question","question_number","answer_correct","cheated_question","cheated_overall","device_changed_overall","browser_changed_overall","test_score","UX_Pragmatic","UX_Hedonic","UX_overall","panas_interested","panas_distressed","panas_excited","panas_upset","panas_strong","panas_guilty","panas_scared","panas_hostile","panas_enthusiastic","panas_proud","panas_irritable","panas_alert","panas_ashamed","panas_inspired","panas_nervous","panas_determined","panas_attentive","panas_jittery","panas_active","panas_afraid","positive_emotion","negative_emotion","self_efficacy","preference_for_message","correct_interpretation","not_noticed","reminded_honesty","determined_not_to_cheat","distracted","stopped_cheating","incentivised_to_look_online","no_impact","focussed_on_solving_questions","neutral_impact","feeling_watched","feeling_uncomfortable","feeling_disappointed","feeling_concerned","feeling_stressed","feeling_silly","feeling_criticised","feeling_sad","feeling_guilty","feeling_panicked","feeling_scared","feeling_worried","feeling_anxious","feeling_nervous","feeling_alerted","feeling_warned","feeling_cautious","feeling_rushed","feeling_annoyed","feeling_threatened","feeling_invaded","feeling_judged","feeling_untrusted","feeling_confused","feeling_bluffed","feeling_wasted","feeling_safe","feeling_relaxed","feeling_aware","feeling_normal","feeling_disciplined","feeling_motivated","feeling_proud","feeling_convinced","positive_views_on_others","negative_views_on_others","neutral_views_on_others","similar_views_on_others"
"P66","36","0","0","1","","None","Honor code reminder","99","0","0","2","0","0","0","0","0","0","0","1.5","0.75","4","1","3","1","2","1","1","1","4","1","1","3","1","1","1","3","3","3","3","1","2.7","1.2","1.875","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P67","59","1","0","1","Healthcare","6-10","Warning","93","0","0","2","0","0","0","0","0","0.25","-1.75","0","-0.875","4","1","3","1","1","1","1","1","4","1","1","5","1","2","1","5","5","1","5","1","3.5","1","3.375","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P68","39","0","0","1","Arts","1-5","Monitoring","88","0","0","2","0","0","0","0","0","0","-0.25","0.25","0","4","1","2","1","1","1","1","1","3","1","2","3","1","1","2","3","4","2","4","1","2.6","1.3","2.125","2","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"P69","47","0","0","1","Business","1-5","Monitoring","177","0","0","2","0","0","0","0","0","0","1.5","0.75","1.125","4","4","3","1","3","2","2","1","4","3","1","3","2","3","4","4","4","4","4","2","3.5","2.3","3.375","4","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P76","52","0","0","0","STEM","1-5","Warning","41","1","0","2","0","1","1","1","0","0","-3","-0.75","-1.875","1","3","1","1","1","2","1","1","2","1","2","3","3","1","2","2","4","4","1","2","1.7","2.1","1.625","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P72","31","0","1","0","STEM","1-5","Honor code reminder","277","0","0","2","0","0","0","0","0","0","3","2.5","2.75","4","3","5","2","4","1","2","1","4","3","3","5","1","4","3","4","4","1","5","2","4.2","1.9","4.25","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"P71","59","0","0","0","Social","31 or above","Honor code reminder","110","0","0","2","0","0","0","0","0","0","0.25","0.75","0.5","4","1","3","1","1","1","1","1","4","1","1","5","1","3","1","4","5","1","3","1","3.3","1","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"P70","26","1","0","1","Social","6-10","Honor code reminder","168","0","0","2","1","0","0","0","0","0.25","-1.5","0.5","-0.5","2","4","3","4","3","2","3","3","4","2","4","4","2","3","4","4","4","3","4","4","3.3","3.3","3.625","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P75","53","0","0","1","Healthcare","None","Honor code reminder","39","0","0","2","0","1","1","0","0","0","-1.75","3","0.625","5","3","5","2","3","2","1","1","4","2","4","4","2","5","1","5","5","2","5","1","4.3","1.9","3.625","4","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P73","20","0","0","1","Business","1-5","Monitoring","45","1","0","2","0","1","1","1","0","0","-0.75","-2","-1.375","1","3","2","3","2","2","2","2","1","2","2","2","2","3","2","2","2","3","2","2","1.9","2.3","3.625","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P74","25","0","0","0","Social","6-10","Control","56","0","0","2","0","0","0","0","0","0","3","-0.5","1.25","4","1","2","1","2","1","1","1","2","1","1","3","1","2","1","2","2","1","1","1","2.1","1","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P77","20","0","1","1","Social","11-20","Honor code reminder","97","0","0","2","0","1","1","0","0","0","2.25","-2","0.125","2","2","2","1","1","1","1","1","1","4","3","3","1","1","2","3","3","1","3","1","2.3","1.4","3.875","4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P78","57","0","0","1","Healthcare","6-10","Honor code reminder","221","0","0","2","0","0","0","0","0","0","-0.75","0.75","0","5","2","3","1","1","2","2","1","3","1","1","5","5","2","5","4","5","3","5","4","3.4","2.6","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P81","48","0","0","1","Business","1-5","Warning","98","0","0","2","0","0","0","0","0","0","0","0.75","0.375","4","1","2","2","1","2","2","1","3","3","1","2","1","3","2","3","4","1","2","2","2.7","1.5","3.75","4","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P79","40","0","1","1","Business","31 or above","Honor code reminder","49","0","0","2","0","1","1","0","0","0","1.75","2","1.875","4","2","4","1","4","1","2","1","5","4","2","3","1","2","1","5","4","3","4","3","3.9","1.7","4.125","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P80","45","1","0","1","Arts","31 or above","Control","141","0","0","2","0","0","0","0","0","0","1.75","1.25","1.5","4","1","3","1","3","1","1","1","4","3","1","4","1","3","1","4","4","1","3","1","3.5","1","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P82","45","0","0","1","Healthcare","1-5","Control","83","0","0","2","0","1","1","0","0","0","1.25","0.75","1","4","1","2","1","2","1","1","1","3","3","1","3","1","2","1","4","3","1","3","1","2.9","1","3.375","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P83","52","0","0","0","","None","Monitoring","72","0","0","2","1","0","0","0","0","0.25","1.5","0","0.75","4","2","2","1","1","2","1","1","3","1","1","3","1","1","1","3","2","1","1","1","2.1","1.2","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P84","32","1","0","0","Other","1-5","Honor code reminder","73","0","0","2","0","0","0","0","0","0","2","-0.5","0.75","4","4","4","3","3","1","4","3","4","3","5","5","1","3","4","5","4","4","4","1","3.9","3","2.625","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"P85","26","0","0","1","Business","1-5","Warning","130","0","0","2","0","1","1","0","0","0","0.75","-0.25","0.25","3","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1.2","1.3","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P86","61","0","0","1","Healthcare","None","Honor code reminder","49","0","0","2","0","0","0","0","0","0","0","1.75","0.875","4","4","4","4","2","1","2","3","4","2","4","4","4","2","5","2","2","2","2","3","2.8","3.2","2.5","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P87","33","1","0","1","Business","None","Honor code reminder","148","0","0","2","1","0","0","0","0","0.25","-2.25","-1.25","-1.75","4","3","2","1","2","1","1","1","3","2","3","3","3","3","1","4","3","3","3","1","2.9","1.8","1.75","4","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P88","21","0","1","1","Healthcare","11-20","Monitoring","63","0","0","2","0","0","0","0","0","0","1.25","-0.75","0.25","4","1","3","1","3","1","1","1","3","3","1","5","1","3","2","4","4","1","4","1","3.6","1.1","3.75","4","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P89","21","0","0","1","Other","21-30","Control","92","0","0","2","0","0","0","0","0","0","1.25","-0.75","0.25","3","1","1","1","1","1","1","1","1","1","2","1","1","1","1","2","3","1","1","1","1.5","1.1","2.375","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P90","31","1","0","0","Business","1-5","Warning","120","0","0","2","0","0","0","0","0","0","2.5","0.25","1.375","2","2","1","3","1","1","2","2","1","1","2","2","2","1","2","1","2","2","1","2","1.3","2","4.125","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P91","25","1","0","1","STEM","31 or above","Warning","84","0","0","2","0","1","1","0","0","0","1.25","0","0.625","4","5","4","2","4","1","2","1","4","3","4","5","2","4","4","5","4","4","4","1","4.1","2.6","4.375","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P92","20","0","0","1","Social","21-30","Monitoring","205","0","0","2","0","0","0","0","0","0","1.75","-1.25","0.25","4","2","2","3","3","1","1","1","3","2","2","3","3","4","2","4","4","1","2","1","3.1","1.7","3.75","3","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P93","38","1","0","0","Other","31 or above","Warning","64","0","1","2","0","1","1","0","1","0","3","-1","1","3","1","2","3","3","1","1","1","2","3","1","1","1","1","1","1","4","1","2","1","2.2","1.2","1","4","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P94","30","0","0","1","STEM","None","Control","165","0","0","2","0","0","0","0","0","0","1","1.25","1.125","4","2","4","1","2","1","3","1","4","2","3","5","2","3","5","5","5","5","5","2","3.9","2.5","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P95","33","0","0","0","Business","1-5","Warning","59","0","0","2","0","0","0","0","0","0","-1","3","1","5","2","5","1","3","1","2","1","4","3","2","4","1","4","1","4","5","3","4","1","4.1","1.5","3.5","4","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P97","24","0","0","0","STEM","11-20","Monitoring","42","0","0","2","0","0","0","0","0","0","2","-1","0.5","2","1","2","1","1","1","2","2","2","1","1","3","1","1","1","2","3","2","1","1","1.8","1.3","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P96","59","0","0","0","STEM","21-30","Control","48","0","0","2","0","0","0","0","0","0","-1.5","1","-0.25","4","1","1","1","1","1","1","1","4","3","1","4","1","3","3","4","4","1","3","1","3.1","1.2","3.25","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P98","28","0","0","1","STEM","31 or above","Control","156","0","0","2","0","0","0","0","0","0","1.5","-1.25","0.125","4","3","3","2","1","1","1","1","2","1","2","3","1","2","1","3","3","2","1","1","2.3","1.5","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P99","33","0","0","1","Healthcare","1-5","Monitoring","81","0","0","2","0","0","0","0","0","0","1.75","0","0.875","3","1","2","2","2","1","1","1","3","2","1","2","1","1","2","3","3","1","1","1","2.2","1.2","2.125","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P100","23","0","0","1","Arts","1-5","Control","52","0","0","2","0","0","0","0","0","0","1","-0.5","0.25","4","5","3","4","1","2","1","1","1","1","1","5","3","1","3","3","5","5","2","2","2.6","2.7","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P101","24","0","0","1","Social","31 or above","Warning","121","0","0","2","0","0","0","0","0","0","3","0","1.5","4","2","3","1","1","1","1","1","2","1","1","3","1","1","1","2","4","1","1","1","2.2","1.1","3","3","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P102","30","1","0","1","STEM","1-5","Warning","75","0","0","2","0","0","0","0","0","0","-0.5","-1","-0.75","4","3","3","2","3","2","2","2","2","2","2","3","2","4","5","3","4","4","3","2","3.1","2.6","2.75","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P103","43","0","0","1","Arts","1-5","Warning","110","0","0","2","0","0","0","0","0","0","2.25","-1.75","0.25","4","4","3","2","1","1","3","1","2","1","2","3","2","1","4","2","5","4","4","3","2.6","2.6","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P104","39","0","0","1","Social","1-5","Control","159","0","0","2","0","0","0","0","0","0","-2.25","0","-1.125","4","3","2","3","2","3","1","1","3","2","3","4","2","2","3","3","5","4","3","1","3","2.4","2.25","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P105","28","0","1","1","Arts","6-10","Control","141","0","0","2","0","0","0","0","0","0","2","-0.75","0.625","2","3","2","3","1","1","3","1","2","1","2","4","2","1","5","5","4","1","3","2","2.5","2.3","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P107","48","0","0","0","Healthcare","None","Honor code reminder","160","0","0","2","1","0","0","0","0","0.25","0.25","-1","-0.375","4","1","2","1","3","1","1","1","3","3","1","3","1","2","1","4","4","1","2","1","3","1","3.25","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"P106","35","0","0","0","Social","None","Monitoring","150","0","0","2","0","0","0","0","0","0","-0.75","0.5","-0.125","4","5","3","3","1","1","1","1","2","1","1","2","2","1","3","2","4","4","1","1","2.1","2.2","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P108","27","0","0","1","Arts","1-5","Monitoring","118","0","0","2","0","0","0","0","0","0","0","-3","-1.5","1","3","2","2","2","2","3","1","2","2","2","4","1","2","4","4","2","3","2","2","2.3","2.3","3.125","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P109","59","1","1","1","Arts","None","Honor code reminder","92","0","0","2","0","0","0","0","0","0","2.25","1.75","2","4","3","4","2","4","1","1","1","4","3","1","5","1","3","1","5","4","1","4","1","4","1.3","3.375","4","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"P110","57","0","0","1","Arts","None","Warning","81","0","0","2","0","0","0","0","0","0","0","2","1","4","1","4","1","3","2","1","1","5","3","1","3","1","4","2","4","4","2","4","1","3.8","1.3","3.375","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
